country_code,date_local,avg_value
LT,2018-01-29,3.0599999999999996
LT,2018-01-30,1.7675
LT,2018-01-31,0.0
LT,2018-02-01,4.7375
LT,2018-02-02,3.33
LT,2018-02-03,9.3325
LT,2018-02-04,7.510000000000001
LT,2018-02-05,4.8933333333333335
LT,2018-02-06,2.2466666666666666
LT,2018-02-07,13.174999999999999
LT,2018-02-08,8.875
LT,2018-02-09,0.0
LT,2018-02-10,6.776666666666667
LT,2018-02-11,4.553333333333334
LT,2018-02-12,12.106666666666667
LT,2018-02-13,10.705
LT,2018-02-14,31.05
LT,2018-02-15,10.74
LT,2018-02-16,5.14
LT,2018-02-17,37.199999999999996
LT,2018-02-18,5.666666666666667
LT,2018-02-19,2.3575
LT,2018-02-20,6.75
LT,2018-02-21,0.0
LT,2018-02-22,4.73
LT,2018-02-24,20.2
LT,2018-02-25,19.235
LT,2018-02-27,15.6825
LT,2018-02-28,0.0
LT,2018-03-01,0.0
LT,2018-03-03,11.71
LT,2018-03-04,2.8175
LT,2018-03-05,22.2225
LT,2018-03-06,4.4275
LT,2018-03-07,13.0725
LT,2018-03-08,10.1
LT,2018-03-09,11.775
LT,2018-03-10,15.3275
LT,2018-03-11,3.98
LT,2018-03-12,6.734999999999999
LT,2018-03-13,4.1275
LT,2018-03-14,3.88
LT,2018-03-15,2.515
LT,2018-03-16,0.08325
LT,2018-03-17,2.3633333333333333
LT,2018-03-18,2.7066666666666666
LT,2018-03-19,23.3075
LT,2018-03-20,2.7249999999999996
LT,2018-03-21,0.61
LT,2018-03-22,2.4
LT,2018-03-23,0.8425
LT,2018-03-24,12.405
LT,2018-03-25,39.65
LT,2018-03-26,15.575
LT,2018-03-27,3.075
LT,2018-03-28,4.776666666666666
LT,2018-03-29,1.635
LT,2018-03-30,7.025
LT,2018-03-31,3.5275
LT,2018-04-01,4.22
LT,2018-04-02,10.575
LT,2018-04-03,5.1675
LT,2018-04-04,6.2
LT,2018-04-05,6.43
LT,2018-04-06,10.263333333333334
LT,2018-04-07,1.5175
LT,2018-04-08,3.175
LT,2018-04-09,1.08
LT,2018-04-10,18.11
LT,2018-04-11,2.01825
LT,2018-04-12,3.685
LT,2018-04-13,0.3375
LT,2018-04-14,8.4
LT,2018-04-15,4.2
LT,2018-04-16,3.265
LT,2018-04-17,17.125
LT,2018-04-18,12.1375
LT,2018-04-19,6.5425
LT,2018-04-20,1.895
LT,2018-04-21,1.2830000000000001
LT,2018-04-22,1.67
LT,2018-04-23,3.7175
LT,2018-04-24,5.9825
LT,2018-04-25,2.8674999999999997
LT,2018-04-26,5.625
LT,2018-04-27,3.719
LT,2018-04-28,7.109999999999999
LT,2018-04-29,10.5175
LT,2018-04-30,14.34
LT,2018-05-01,8.295
LT,2018-05-02,5.0675
LT,2018-05-03,2.115
LT,2018-05-04,4.23
LT,2018-05-06,6.6625
LT,2018-05-07,0.0
LT,2018-05-08,4.2975
LT,2018-05-09,5.33
LT,2018-05-10,3.99
LT,2018-05-11,5.285
LT,2018-05-12,6.7675
LT,2018-05-13,9.5275
